OBJECTID,gridcode,Stratum,Area_KM2,lon_centroid,lat_centroid,Shape_Length,Shape_Area,lon,lat
1,35982600,71,0.080518034714304,-690759.512000000104308,1803575.020466666668653,0.024224640836199,0.000015590035099,-169.027223755999955,65.484847493000061
2,87167104,71,3.826729872996161,-688529.610313493642025,1804030.806977607076988,0.168408657936931,0.000741380808228,-168.982540421473232,65.493316710260316
3,67129400,71,2.101313647199437,-685492.735963893705048,1803808.507158148800954,0.171617698886738,0.000407055550586,-168.917595527535497,65.497455215709294
4,65401928,71,0.044089783667264,-682971.591066667228006,1803519.195433332817629,0.028246390009403,0.000008541879089,-168.863164887999972,65.499959751333392
5,28326010,71,2.740818537485671,-695301.332000000402331,1800370.144766666926444,0.141109491980804,0.000529843317508,-169.107069129333297,65.447642614000060
6,18211174,71,10.699683761827927,-692215.053155767731369,1801275.520412029232830,0.206291424873820,0.002069834755489,-169.046670047123285,65.461797376657799
7,44118608,71,13.719616000000000,-688734.206900000572205,1801619.775399999693036,0.230378348998956,0.002655187182149,-168.975217206504766,65.471811719459268
8,41546472,71,13.719616000000000,-685030.206900000572205,1801619.775399999693036,0.230387042857764,0.002655937001511,-168.897362406107874,65.479227012984936
9,81111952,71,12.628075368731199,-681397.427095260354690,1801480.087566132657230,0.226424425247839,0.002445346247106,-168.820298584070429,65.485240155151345
10,96824096,71,9.523400885202445,-677724.262723500025459,1801065.042998172575608,0.211501768605787,0.001844304438307,-168.741039344809963,65.488882685738076
11,47412536,71,6.374636596800342,-674070.673416236648336,1800645.778658410301432,0.194568805719264,0.001234666345207,-168.662152634906192,65.492411479857594
12,34193280,71,3.225872123202004,-670515.495542905060574,1800237.807408162858337,0.177668229564740,0.000624869354409,-168.585372410451782,65.495808196274155
13,39631848,71,0.433093569697836,-667714.638666667044163,1799916.397600000025705,0.088544972608404,0.000083900526285,-168.524872680666647,65.498462033333382
14,25050768,71,1.011581721405132,-702312.485300000174902,1796429.726633333368227,0.085561143026732,0.000195208568701,-169.234838840333310,65.398942659666716
15,21596840,71,8.153123679202913,-699536.774599057505839,1797256.529910126933828,0.194047452727825,0.001574051468200,-169.180730327155743,65.411822808387157
16,31234202,71,13.585652311709275,-696126.149202294764109,1797898.826607648283243,0.225071512796453,0.002624607425055,-169.112375898527858,65.424362793841482
17,9914231,71,13.719616000000000,-692438.206900000572205,1797915.775399999693036,0.230155560339026,0.002651165581164,-169.035110158020444,65.431959593766749
18,98759832,71,13.719616000000000,-688734.206900000572205,1797915.775399999693036,0.230164447492357,0.002651915798464,-168.957383468395705,65.439403584003159
19,7288039,71,13.719616000000000,-685030.206900000572205,1797915.775399999693036,0.230173151178665,0.002652662646877,-168.879615071044924,65.446809738534441
20,72876888,71,13.719616000000000,-681326.206900000572205,1797915.775399999693036,0.230181669799265,0.002653406075892,-168.801805146361545,65.454178025042964
21,68842728,71,13.719616000000000,-677622.206900000572205,1797915.775399999693036,0.230190008040915,0.002654146167880,-168.723953875417692,65.461508411591183
22,76412912,71,13.719616000000000,-673918.206900000572205,1797915.775399999693036,0.230198167676783,0.002654882884241,-168.646061438965887,65.468800866736629
23,29718876,71,13.719616000000000,-670214.206900000572205,1797915.775399999693036,0.230206149492334,0.002655616241938,-168.568128018463057,65.476055359555630
24,86104688,71,13.363630303340122,-666543.901850788271986,1797870.030449321959168,0.227928191756245,0.002587609181104,-168.490650585164559,65.482806560958352
